filename	loci	population
Skid14_035.tags.tsv	28517	Skid14
Skid14_036.tags.tsv	28457	Skid14
Skid14_037.tags.tsv	28287	Skid14
Skid14_038.tags.tsv	28473	Skid14
Skid14_039.tags.tsv	28486	Skid14
Skid14_040.tags.tsv	28567	Skid14
Skid14_041.tags.tsv	28509	Skid14
Skid14_042.tags.tsv	28565	Skid14
Skid14_043_REP.tags.tsv	28453	Skid14
Skid14_043.tags.tsv	28451	Skid14
Skid14_044.tags.tsv	28423	Skid14
Skid14_045.tags.tsv	28454	Skid14
Skid14_046.tags.tsv	28534	Skid14
Skid14_047.tags.tsv	28343	Skid14
Skid99_001.tags.tsv	27065	Skid99
Skid99_002.tags.tsv	28486	Skid99
Skid99_003.tags.tsv	27811	Skid99
Skid99_004.tags.tsv	27760	Skid99
Skid99_005.tags.tsv	25926	Skid99
Skid99_006.tags.tsv	27221	Skid99
Skid99_007.tags.tsv	21482	Skid99
Skid99_008.tags.tsv	28090	Skid99
Skid99_009.tags.tsv	26650	Skid99
Skid99_010.tags.tsv	28342	Skid99
Skid99_011.tags.tsv	28296	Skid99
Skid99_012.tags.tsv	26871	Skid99
Skid99_013.tags.tsv	28050	Skid99
Skid99_014_REP.tags.tsv	26711	Skid99
Skid99_014.tags.tsv	28249	Skid99
Skid99_016.tags.tsv	28091	Skid99
Skid99_017.tags.tsv	28311	Skid99
Skid99_018.tags.tsv	28067	Skid99
Skid99_019.tags.tsv	27693	Skid99
Skid99_020.tags.tsv	27559	Skid99
Skid99_021.tags.tsv	26446	Skid99
Skid99_022.tags.tsv	28046	Skid99
Skid99_023.tags.tsv	25628	Skid99
Skid99_024.tags.tsv	26975	Skid99
Skid99_025.tags.tsv	26179	Skid99
Skid99_026.tags.tsv	28098	Skid99
Skid99_027.tags.tsv	28012	Skid99
Skid99_028.tags.tsv	26694	Skid99
Skid99_029.tags.tsv	27232	Skid99
Skid99_030.tags.tsv	27999	Skid99
Skid99_031.tags.tsv	26303	Skid99
Skid99_032.tags.tsv	28022	Skid99
Skid99_033.tags.tsv	28053	Skid99
Skid99_034.tags.tsv	27466	Skid99
Skid99_035.tags.tsv	28025	Skid99
Skid99_036.tags.tsv	27997	Skid99
Skid99_037.tags.tsv	27994	Skid99
Skid99_038.tags.tsv	28273	Skid99
Skid99_039.tags.tsv	25705	Skid99
Skid99_040.tags.tsv	28359	Skid99
Skid99_041.tags.tsv	26807	Skid99
Skid99_042.tags.tsv	27515	Skid99
Skid99_043.tags.tsv	27138	Skid99
Skid99_044.tags.tsv	26357	Skid99
Skid99_045.tags.tsv	26708	Skid99
Skid99_046.tags.tsv	27770	Skid99
Skid99_047.tags.tsv	23688	Skid99
Skid99_048.tags.tsv	27997	Skid99
SmBy15_001.tags.tsv	27377	SmBy15
SmBy15_002.tags.tsv	28106	SmBy15
SmBy15_003.tags.tsv	27691	SmBy15
SmBy15_004.tags.tsv	28061	SmBy15
SmBy15_005.tags.tsv	27801	SmBy15
SmBy15_006.tags.tsv	27560	SmBy15
SmBy15_007.tags.tsv	27552	SmBy15
SmBy15_008.tags.tsv	28084	SmBy15
SmBy15_009.tags.tsv	27568	SmBy15
SmBy15_010.tags.tsv	27019	SmBy15
SmBy15_011.tags.tsv	26924	SmBy15
SmBy15_012.tags.tsv	27498	SmBy15
SmBy15_013.tags.tsv	27477	SmBy15
SmBy15_014.tags.tsv	27249	SmBy15
SmBy15_015.tags.tsv	27520	SmBy15
SmBy15_016.tags.tsv	28248	SmBy15
SmBy15_017.tags.tsv	28094	SmBy15
SmBy15_018.tags.tsv	26901	SmBy15
SmBy15_019.tags.tsv	27313	SmBy15
SmBy15_020.tags.tsv	27003	SmBy15
SmBy15_021.tags.tsv	26760	SmBy15
SmBy15_022.tags.tsv	26924	SmBy15
SmBy15_023.tags.tsv	26738	SmBy15
SmBy15_024.tags.tsv	28079	SmBy15
SmBy15_025.tags.tsv	28049	SmBy15
SmBy15_026.tags.tsv	26674	SmBy15
SmBy15_027.tags.tsv	27192	SmBy15
SmBy15_028.tags.tsv	25935	SmBy15
SmBy15_029.tags.tsv	26600	SmBy15
SmBy15_030.tags.tsv	26436	SmBy15
SmBy15_031.tags.tsv	27643	SmBy15
SmBy15_032.tags.tsv	27879	SmBy15
SmBy15_033.tags.tsv	27861	SmBy15
SmBy15_034.tags.tsv	27757	SmBy15
SmBy15_035.tags.tsv	27842	SmBy15
SmBy15_036.tags.tsv	27634	SmBy15
SmBy15_037.tags.tsv	27153	SmBy15
SmBy15_038.tags.tsv	26358	SmBy15
SmBy15_039.tags.tsv	27639	SmBy15
SmBy15_040.tags.tsv	27846	SmBy15
SmBy15_041.tags.tsv	28333	SmBy15
SmBy15_042.tags.tsv	27124	SmBy15
SmBy15_043.tags.tsv	27948	SmBy15
SmBy15_044.tags.tsv	27783	SmBy15
SmBy15_045.tags.tsv	27711	SmBy15
SmBy15_046.tags.tsv	26988	SmBy15
SmBy15_047.tags.tsv	27985	SmBy15
SmBy15_048.tags.tsv	28385	SmBy15
Spch14_013.tags.tsv	28409	Spch14
Spch14_014.tags.tsv	28462	Spch14
Spch14_015.tags.tsv	28295	Spch14
Spch14_016.tags.tsv	28316	Spch14
Spch14_017.tags.tsv	28147	Spch14
Spch14_018.tags.tsv	28389	Spch14
Spch14_019.tags.tsv	27795	Spch14
Spch14_020.tags.tsv	28429	Spch14
Spch14_022.tags.tsv	28309	Spch14
Spch14_023.tags.tsv	28488	Spch14
Spch14_024.tags.tsv	28017	Spch14
Spch14_025.tags.tsv	28213	Spch14
Spch14_026.tags.tsv	28206	Spch14
Spch14_027.tags.tsv	28354	Spch14
Spch14_028.tags.tsv	27848	Spch14
Spch14_029.tags.tsv	28354	Spch14
Spch14_031.tags.tsv	28403	Spch14
Spch14_032.tags.tsv	28483	Spch14
Spch14_033.tags.tsv	28467	Spch14
Spch14_034.tags.tsv	28383	Spch14
Spch14_035.tags.tsv	28394	Spch14
Spch14_036.tags.tsv	28420	Spch14
Spch14_037.tags.tsv	28471	Spch14
Spch14_038.tags.tsv	28523	Spch14
Spch14_039.tags.tsv	28459	Spch14
Spch14_040.tags.tsv	28478	Spch14
Spch14_041.tags.tsv	28440	Spch14
Spch14_042.tags.tsv	28448	Spch14
Spch14_043.tags.tsv	28537	Spch14
Spch14_044.tags.tsv	28559	Spch14
Spch14_045.tags.tsv	28449	Spch14
Spch14_048.tags.tsv	28491	Spch14
Spch14_049.tags.tsv	28507	Spch14
Spch14_050.tags.tsv	28531	Spch14
Spch14_051.tags.tsv	28453	Spch14
Spch14_052.tags.tsv	28469	Spch14
Spch14_053.tags.tsv	28529	Spch14
Spch14_054.tags.tsv	28526	Spch14
Spch14_055.tags.tsv	28468	Spch14
Spch14_057.tags.tsv	28483	Spch14
Spch14_058.tags.tsv	28497	Spch14
Spch14_059.tags.tsv	28392	Spch14
Spch14_060.tags.tsv	28386	Spch14
Spch14_061.tags.tsv	28493	Spch14
Spch14_062.tags.tsv	28470	Spch14
Spch14_063.tags.tsv	28483	Spch14
Spch14_064.tags.tsv	28466	Spch14
SpCh15_001.tags.tsv	28489	SpCh15
SpCh15_002_rep.tags.tsv	28557	SpCh15
SpCh15_002.tags.tsv	28343	SpCh15
SpCh15_004.tags.tsv	28397	SpCh15
SpCh15_005.tags.tsv	28516	SpCh15
SpCh15_006.tags.tsv	28244	SpCh15
SpCh15_007.tags.tsv	28418	SpCh15
SpCh15_008.tags.tsv	28600	SpCh15
SpCh15_009.tags.tsv	28484	SpCh15
SpCh15_010.tags.tsv	28443	SpCh15
SpCh15_011.tags.tsv	28579	SpCh15
SpCh15_012.tags.tsv	28607	SpCh15
SpCh15_013.tags.tsv	28493	SpCh15
SpCh15_014.tags.tsv	28521	SpCh15
SpCh15_015.tags.tsv	28366	SpCh15
SpCh15_016.tags.tsv	28552	SpCh15
SpCh15_017.tags.tsv	28565	SpCh15
SpCh15_018.tags.tsv	28536	SpCh15
SpCh15_019.tags.tsv	28564	SpCh15
SpCh15_020.tags.tsv	28512	SpCh15
SpCh15_021.tags.tsv	28534	SpCh15
SpCh15_022.tags.tsv	28502	SpCh15
SpCh15_023.tags.tsv	28542	SpCh15
SpCh15_024.tags.tsv	28570	SpCh15
SpCh15_025.tags.tsv	28552	SpCh15
SpCh15_026.tags.tsv	28568	SpCh15
SpCh15_027.tags.tsv	28580	SpCh15
SpCh15_028.tags.tsv	28536	SpCh15
SpCh15_029.tags.tsv	28500	SpCh15
SpCh15_030.tags.tsv	28546	SpCh15
SpCh15_031.tags.tsv	28489	SpCh15
SpCh15_032.tags.tsv	28517	SpCh15
SpCh15_033.tags.tsv	28457	SpCh15
SpCh15_034.tags.tsv	28474	SpCh15
SpCh15_035.tags.tsv	28542	SpCh15
SpCh15_036.tags.tsv	28572	SpCh15
SpCh15_037.tags.tsv	28257	SpCh15
SpCh15_038.tags.tsv	28477	SpCh15
SpCh15_039.tags.tsv	28118	SpCh15
SpCh15_040.tags.tsv	28563	SpCh15
SpCh15_041.tags.tsv	28474	SpCh15
SpCh15_042.tags.tsv	28515	SpCh15
SpCh15_043.tags.tsv	28541	SpCh15
SpCh15_044.tags.tsv	28534	SpCh15
SpCh15_045.tags.tsv	28434	SpCh15
SpCh15_046.tags.tsv	28438	SpCh15
SpCh15_047.tags.tsv	28287	SpCh15
SpCh15_048.tags.tsv	28232	SpCh15
Squa14_002.tags.tsv	28330	Squa14
Squa14_003.tags.tsv	26988	Squa14
Squa14_004.tags.tsv	1	Squa14
Squa14_005.tags.tsv	26127	Squa14
Squa14_006.tags.tsv	23073	Squa14
Squa14_007.tags.tsv	23043	Squa14
Squa14_008.tags.tsv	25514	Squa14
Squa14_009.tags.tsv	23980	Squa14
Squa14_010.tags.tsv	27599	Squa14
Squa14_011.tags.tsv	24083	Squa14
Squa14_012.tags.tsv	24557	Squa14
Squa14_013.tags.tsv	25655	Squa14
Squa14_014.tags.tsv	25748	Squa14
Squa14_015.tags.tsv	21270	Squa14
Squa14_016.tags.tsv	26547	Squa14
Squa14_017.tags.tsv	26444	Squa14
Squa14_018.tags.tsv	28139	Squa14
Squa14_019.tags.tsv	27102	Squa14
Squa14_020.tags.tsv	26113	Squa14
Squa14_021.tags.tsv	16180	Squa14
Squa14_022.tags.tsv	22140	Squa14
Squa14_023.tags.tsv	1122	Squa14
Squa14_024.tags.tsv	26403	Squa14
Squa14_026.tags.tsv	26735	Squa14
Squa14_030.tags.tsv	28265	Squa14
Squa14_031.tags.tsv	26639	Squa14
Squa14_032.tags.tsv	26882	Squa14
Squa14_034.tags.tsv	24671	Squa14
Squa14_035.tags.tsv	25436	Squa14
Squa14_036.tags.tsv	25551	Squa14
Squa14_037.tags.tsv	25184	Squa14
Squa14_038.tags.tsv	27050	Squa14
Squa14_039.tags.tsv	28036	Squa14
Squa14_040.tags.tsv	27366	Squa14
Squa14_041.tags.tsv	20211	Squa14
Squa14_042.tags.tsv	22356	Squa14
Squa14_043.tags.tsv	20364	Squa14
Squa14_044.tags.tsv	22025	Squa14
Squa14_045.tags.tsv	26543	Squa14
Squa14_046.tags.tsv	26324	Squa14
Squa14_050.tags.tsv	28410	Squa14
Squa14_051.tags.tsv	27342	Squa14
Squa14_052.tags.tsv	27275	Squa14
Squa14_053.tags.tsv	26164	Squa14
Squa14_054.tags.tsv	22675	Squa14
Squa14_055.tags.tsv	23253	Squa14
Squa14_056.tags.tsv	26044	Squa14
Squa14_057.tags.tsv	24990	Squa14
Venn99_001.tags.tsv	28638	Venn99
Venn99_002.tags.tsv	28849	Venn99
Venn99_003.tags.tsv	28890	Venn99
Venn99_004.tags.tsv	28872	Venn99
Venn99_005.tags.tsv	28651	Venn99
Venn99_006.tags.tsv	28965	Venn99
Venn99_007.tags.tsv	28837	Venn99
Venn99_008.tags.tsv	28910	Venn99
Venn99_009.tags.tsv	28767	Venn99
Venn99_010.tags.tsv	28870	Venn99
Venn99_011.tags.tsv	28886	Venn99
Venn99_012.tags.tsv	28865	Venn99
Venn99_013.tags.tsv	28881	Venn99
Venn99_014.tags.tsv	28851	Venn99
Venn99_015.tags.tsv	28132	Venn99
Venn99_016.tags.tsv	28831	Venn99
Venn99_017.tags.tsv	28181	Venn99
Venn99_018.tags.tsv	28696	Venn99
Venn99_019.tags.tsv	28855	Venn99
Venn99_020.tags.tsv	28259	Venn99
Venn99_021.tags.tsv	28827	Venn99
Venn99_022.tags.tsv	28857	Venn99
Venn99_023.tags.tsv	28638	Venn99
Venn99_024.tags.tsv	28668	Venn99
Venn99_025.tags.tsv	28482	Venn99
Venn99_026.tags.tsv	28828	Venn99
Venn99_027.tags.tsv	28732	Venn99
Venn99_028.tags.tsv	28915	Venn99
Venn99_029.tags.tsv	28603	Venn99
Venn99_030.tags.tsv	28899	Venn99
Venn99_031.tags.tsv	28829	Venn99
Venn99_032.tags.tsv	28820	Venn99
Venn99_033.tags.tsv	28854	Venn99
Venn99_034.tags.tsv	28708	Venn99
Venn99_035.tags.tsv	28519	Venn99
Venn99_036.tags.tsv	28949	Venn99
Venn99_037.tags.tsv	28398	Venn99
Venn99_038.tags.tsv	28856	Venn99
Venn99_039.tags.tsv	28548	Venn99
Venn99_040.tags.tsv	28872	Venn99
Venn99_041.tags.tsv	28704	Venn99
Venn99_042.tags.tsv	28836	Venn99
Venn99_043.tags.tsv	28603	Venn99
Venn99_044.tags.tsv	28633	Venn99
Venn99_045.tags.tsv	28665	Venn99
Venn99_046.tags.tsv	28807	Venn99
Venn99_047.tags.tsv	28505	Venn99
