Pohang15	Geoje15	Namhae15	YellowSea16	Jukbyeon07	JinhaeBay07	JinhaeBay08	Boryeong07	Geoje14	Kodiak03	Adak06	WashCoast05	HecStrait04	SalishSea12_13	JuandeFuca12	PWSound12	UnimakPass03
1000	[0.0, 0.0, 0.0, 0.06666666666666667, 0.05405405405405406, 0.1509433962264151, 0.10714285714285714, 0.0, 0.1111111111111111, 0.14583333333333334, 0.2708333333333333, 0.2708333333333333, 0.16666666666666666, 0.11538461538461539, 0.17391304347826086, 0.125, 0.08333333333333333]
10001	[0.11764705882352941, 0.24324324324324326, 0.21052631578947367, 0.03333333333333333, 0.0, 0.07547169811320754, 0.03571428571428571, 0.0, 0.05555555555555555, 0.125, 0.2916666666666667, 0.3333333333333333, 0.1875, 0.11538461538461539, 0.34782608695652173, 0.08333333333333333, 0.14583333333333334]
10012	[0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.20754716981132076, 0.125, 0.041666666666666664, 0.1111111111111111, 0.041666666666666664, 0.041666666666666664, 0.0, 0.020833333333333332, 0.038461538461538464, 0.043478260869565216, 0.0, 0.041666666666666664]
10015	[0.0, 0.02702702702702703, 0.05263157894736842, 0.0, 0.0, 0.4339622641509434, 0.4107142857142857, 0.041666666666666664, 0.08333333333333333, 0.3958333333333333, 0.5625, 0.625, 0.3958333333333333, 0.4230769230769231, 0.4782608695652174, 0.3333333333333333, 0.4583333333333333]
10024	[0.029411764705882353, 0.02702702702702703, 0.0, 0.1, 0.2702702702702703, 0.3018867924528302, 0.375, 0.08333333333333333, 0.2222222222222222, 0.10416666666666667, 0.20833333333333334, 0.10416666666666667, 0.10416666666666667, 0.038461538461538464, 0.043478260869565216, 0.041666666666666664, 0.08333333333333333]
10038	[0.0, 0.0, 0.0, 0.4666666666666667, 0.1891891891891892, 0.11320754716981132, 0.17857142857142858, 0.041666666666666664, 0.19444444444444445, 0.25, 0.3333333333333333, 0.08333333333333333, 0.10416666666666667, 0.07692307692307693, 0.17391304347826086, 0.020833333333333332, 0.10416666666666667]
10054	[0.0, 0.0, 0.0, 0.03333333333333333, 0.08108108108108109, 0.2641509433962264, 0.16071428571428573, 0.0, 0.08333333333333333, 0.3125, 0.4375, 0.4583333333333333, 0.3541666666666667, 0.3076923076923077, 0.391304347826087, 0.16666666666666666, 0.2708333333333333]
10061	[0.0, 0.0, 0.0, 0.03333333333333333, 0.0, 0.11320754716981132, 0.125, 0.0, 0.08333333333333333, 0.08333333333333333, 0.1875, 0.10416666666666667, 0.08333333333333333, 0.19230769230769232, 0.2608695652173913, 0.041666666666666664, 0.16666666666666666]
10074	[0.17647058823529413, 0.16216216216216217, 0.15789473684210525, 0.0, 0.05405405405405406, 0.660377358490566, 0.5178571428571429, 0.08333333333333333, 0.16666666666666666, 0.4791666666666667, 0.6875, 0.6458333333333334, 0.25, 0.3076923076923077, 0.43478260869565216, 0.4791666666666667, 0.5625]
10086	[0.0, 0.0, 0.0, 0.0, 0.08108108108108109, 0.39622641509433965, 0.2857142857142857, 0.041666666666666664, 0.05555555555555555, 0.3541666666666667, 0.625, 0.5833333333333334, 0.3333333333333333, 0.3076923076923077, 0.4782608695652174, 0.2916666666666667, 0.5208333333333334]
10092	[0.14705882352941177, 0.10810810810810811, 0.05263157894736842, 0.3, 0.21621621621621623, 0.32075471698113206, 0.375, 0.25, 0.16666666666666666, 0.1875, 0.25, 0.16666666666666666, 0.08333333333333333, 0.19230769230769232, 0.08695652173913043, 0.0625, 0.125]
10103	[0.0, 0.02702702702702703, 0.0, 0.0, 0.05405405405405406, 0.4716981132075472, 0.5, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.2708333333333333, 0.2708333333333333, 0.0625, 0.15384615384615385, 0.13043478260869565, 0.125, 0.14583333333333334]
10105	[0.0, 0.0, 0.0, 0.0, 0.0, 0.3018867924528302, 0.2857142857142857, 0.041666666666666664, 0.1111111111111111, 0.3333333333333333, 0.5, 0.4791666666666667, 0.3958333333333333, 0.3076923076923077, 0.34782608695652173, 0.22916666666666666, 0.3125]
10122	[0.0, 0.0, 0.0, 0.03333333333333333, 0.08108108108108109, 0.22641509433962265, 0.23214285714285715, 0.0, 0.08333333333333333, 0.08333333333333333, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.0, 0.0, 0.020833333333333332, 0.041666666666666664]
10129	[0.0, 0.0, 0.0, 0.06666666666666667, 0.02702702702702703, 0.20754716981132076, 0.08928571428571429, 0.0, 0.05555555555555555, 0.16666666666666666, 0.3125, 0.2916666666666667, 0.20833333333333334, 0.11538461538461539, 0.13043478260869565, 0.0625, 0.16666666666666666]
10134	[0.0, 0.02702702702702703, 0.0, 0.1, 0.1891891891891892, 0.37735849056603776, 0.32142857142857145, 0.041666666666666664, 0.08333333333333333, 0.4166666666666667, 0.5208333333333334, 0.5208333333333334, 0.22916666666666666, 0.38461538461538464, 0.2608695652173913, 0.2916666666666667, 0.375]
10137	[0.0, 0.0, 0.0, 0.03333333333333333, 0.02702702702702703, 0.1509433962264151, 0.08928571428571429, 0.0, 0.05555555555555555, 0.14583333333333334, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.07692307692307693, 0.34782608695652173, 0.125, 0.10416666666666667]
10139	[0.0, 0.02702702702702703, 0.05263157894736842, 0.0, 0.08108108108108109, 0.16981132075471697, 0.17857142857142858, 0.0, 0.05555555555555555, 0.7083333333333334, 0.6458333333333334, 0.6666666666666666, 0.625, 0.6538461538461539, 0.6956521739130435, 0.75, 0.625]
10151	[0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.37735849056603776, 0.35714285714285715, 0.041666666666666664, 0.1111111111111111, 0.20833333333333334, 0.4166666666666667, 0.375, 0.125, 0.11538461538461539, 0.13043478260869565, 0.125, 0.25]
10165	[0.0, 0.0, 0.0, 0.0, 0.05405405405405406, 0.2641509433962264, 0.26785714285714285, 0.0, 0.1388888888888889, 0.041666666666666664, 0.25, 0.25, 0.10416666666666667, 0.07692307692307693, 0.08695652173913043, 0.020833333333333332, 0.10416666666666667]
10166	[0.0, 0.0, 0.0, 0.03333333333333333, 0.0, 0.3018867924528302, 0.26785714285714285, 0.0, 0.05555555555555555, 0.3958333333333333, 0.4791666666666667, 0.4375, 0.3958333333333333, 0.34615384615384615, 0.30434782608695654, 0.25, 0.4166666666666667]
10167	[0.029411764705882353, 0.0, 0.0, 0.06666666666666667, 0.05405405405405406, 0.18867924528301888, 0.16071428571428573, 0.08333333333333333, 0.05555555555555555, 0.3333333333333333, 0.3541666666666667, 0.4583333333333333, 0.22916666666666666, 0.15384615384615385, 0.17391304347826086, 0.10416666666666667, 0.3333333333333333]
1017	[0.0, 0.0, 0.0, 0.0, 0.05405405405405406, 0.07547169811320754, 0.14285714285714285, 0.0, 0.027777777777777776, 0.5208333333333334, 0.5, 0.4166666666666667, 0.16666666666666666, 0.4230769230769231, 0.6086956521739131, 0.125, 0.4166666666666667]
10174	[0.08823529411764706, 0.02702702702702703, 0.05263157894736842, 0.03333333333333333, 0.13513513513513514, 0.660377358490566, 0.5714285714285714, 0.125, 0.16666666666666666, 0.14583333333333334, 0.4375, 0.5625, 0.20833333333333334, 0.19230769230769232, 0.17391304347826086, 0.25, 0.3125]
10178	[0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.11320754716981132, 0.08928571428571429, 0.041666666666666664, 0.08333333333333333, 0.14583333333333334, 0.20833333333333334, 0.16666666666666666, 0.08333333333333333, 0.07692307692307693, 0.13043478260869565, 0.041666666666666664, 0.0625]
10183	[0.14705882352941177, 0.10810810810810811, 0.10526315789473684, 0.26666666666666666, 0.1891891891891892, 0.37735849056603776, 0.375, 0.375, 0.2777777777777778, 0.08333333333333333, 0.3125, 0.20833333333333334, 0.10416666666666667, 0.11538461538461539, 0.13043478260869565, 0.041666666666666664, 0.16666666666666666]
10191	[0.0, 0.0, 0.0, 0.0, 0.0, 0.1509433962264151, 0.17857142857142858, 0.0, 0.08333333333333333, 0.08333333333333333, 0.25, 0.125, 0.0625, 0.11538461538461539, 0.17391304347826086, 0.0625, 0.16666666666666666]
10198	[0.0, 0.0, 0.0, 0.03333333333333333, 0.08108108108108109, 0.07547169811320754, 0.07142857142857142, 0.041666666666666664, 0.027777777777777776, 0.10416666666666667, 0.16666666666666666, 0.25, 0.0625, 0.0, 0.08695652173913043, 0.0, 0.10416666666666667]
10199	[0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.3584905660377358, 0.42857142857142855, 0.08333333333333333, 0.027777777777777776, 0.10416666666666667, 0.2708333333333333, 0.4166666666666667, 0.125, 0.11538461538461539, 0.13043478260869565, 0.0625, 0.10416666666666667]
102	[0.0, 0.0, 0.10526315789473684, 0.03333333333333333, 0.05405405405405406, 0.16981132075471697, 0.16071428571428573, 0.0, 0.027777777777777776, 0.2708333333333333, 0.4791666666666667, 0.4583333333333333, 0.3125, 0.38461538461538464, 0.34782608695652173, 0.14583333333333334, 0.3541666666666667]
