sample	n_loci	population	group
UP03_021	23482	UnimakPass03	Alaska
UP03_022	23293	UnimakPass03	Alaska
UP03_023	22913	UnimakPass03	Alaska
UP03_024	18951	UnimakPass03	Alaska
UP03_025	23465	UnimakPass03	Alaska
UP03_026	18059	UnimakPass03	Alaska
UP03_027	22114	UnimakPass03	Alaska
UP03_028	21155	UnimakPass03	Alaska
UP03_029	23451	UnimakPass03	Alaska
UP03_030	23714	UnimakPass03	Alaska
UP03_031	15163	UnimakPass03	Alaska
UP03_032	22864	UnimakPass03	Alaska
UP03_033	20933	UnimakPass03	Alaska
UP03_034	20053	UnimakPass03	Alaska
UP03_035	23136	UnimakPass03	Alaska
UP03_036	23840	UnimakPass03	Alaska
UP03_037	22770	UnimakPass03	Alaska
UP03_038	22750	UnimakPass03	Alaska
UP03_039	16773	UnimakPass03	Alaska
UP03_040	23368	UnimakPass03	Alaska
UP03_041	23376	UnimakPass03	Alaska
UP03_042	22479	UnimakPass03	Alaska
UP03_043	23043	UnimakPass03	Alaska
UP03_044	23924	UnimakPass03	Alaska
UP03_045	23466	UnimakPass03	Alaska
UP03_046	23482	UnimakPass03	Alaska
UP03_047	23124	UnimakPass03	Alaska
UP03_048	23260	UnimakPass03	Alaska
WC05_001	23274	WashCoast05	Alaska
WC05_002	22805	WashCoast05	Alaska
WC05_003	23347	WashCoast05	Alaska
WC05_004	21257	WashCoast05	Alaska
WC05_005	23158	WashCoast05	Alaska
WC05_006	23509	WashCoast05	Alaska
WC05_007	21066	WashCoast05	Alaska
WC05_008	23943	WashCoast05	Alaska
WC05_009	22954	WashCoast05	Alaska
WC05_010	21243	WashCoast05	Alaska
WC05_011	20093	WashCoast05	Alaska
WC05_012	23676	WashCoast05	Alaska
WC05_013	18627	WashCoast05	Alaska
WC05_014	23422	WashCoast05	Alaska
WC05_015	24054	WashCoast05	Alaska
WC05_016	23685	WashCoast05	Alaska
WC05_017	23881	WashCoast05	Alaska
WC05_018	23861	WashCoast05	Alaska
WC05_019	20299	WashCoast05	Alaska
WC05_020	18743	WashCoast05	Alaska
WC05_021	22082	WashCoast05	Alaska
WC05_022	23553	WashCoast05	Alaska
WC05_023	22832	WashCoast05	Alaska
WC05_024	20240	WashCoast05	Alaska
WC05_025	23429	WashCoast05	Alaska
WC05_026	21051	WashCoast05	Alaska
WC05_027	21029	WashCoast05	Alaska
WC05_028	18937	WashCoast05	Alaska
WC05_029	23581	WashCoast05	Alaska
WC05_030	21260	WashCoast05	Alaska
WC05_031	22828	WashCoast05	Alaska
WC05_032	23671	WashCoast05	Alaska
WC05_033	23326	WashCoast05	Alaska
WC05_034	21719	WashCoast05	Alaska
WC05_035	23347	WashCoast05	Alaska
WC05_036	23111	WashCoast05	Alaska
WC05_037	22998	WashCoast05	Alaska
WC05_038	12820	WashCoast05	Alaska
WC05_039	17453	WashCoast05	Alaska
WC05_040	23750	WashCoast05	Alaska
WC05_041	23091	WashCoast05	Alaska
WC05_042	17808	WashCoast05	Alaska
WC05_043	17011	WashCoast05	Alaska
WC05_044	22124	WashCoast05	Alaska
WC05_045	20103	WashCoast05	Alaska
WC05_046	19372	WashCoast05	Alaska
WC05_047	23044	WashCoast05	Alaska
WC05_048	22853	WashCoast05	Alaska
YS121315_08.1_92bp	24921	YellowSea16	Korea
YS121315_10.1_92bp	24731	YellowSea16	Korea
YS121315_12_300_92bp	24932	YellowSea16	Korea
YS121315_12_92bp	25101	YellowSea16	Korea
YS121315_14.1_92bp	25260	YellowSea16	Korea
YS121315_14_2_92bp	25401	YellowSea16	Korea
YS121315_15_92bp	25014	YellowSea16	Korea
YS121315_16_92bp	25097	YellowSea16	Korea
YS_121316_01_92bp	25144	YellowSea16	Korea
YS_121316_03_92bp	25116	YellowSea16	Korea
YS_121316_04_92bp	24760	YellowSea16	Korea
YS_121316_05_92bp	25167	YellowSea16	Korea
YS_121316_07_92bp	25155	YellowSea16	Korea
YS_121316_13_92bp	25179	YellowSea16	Korea
YS_121316_17_92bp	25103	YellowSea16	Korea
YS_121316_18_92bp	24897	YellowSea16	Korea
YS_121316_19_92bp	24038	YellowSea16	Korea
YS_121316_20.1_92bp	25326	YellowSea16	Korea
YS_121316_20_2_92bp	25280	YellowSea16	Korea
YS_121316_21_2_92bp	25200	YellowSea16	Korea
YS_121316_21_92bp	25198	YellowSea16	Korea
YS_121316_22_92bp	25096	YellowSea16	Korea
YS_121316_23_92bp	25171	YellowSea16	Korea
YS_121316_24_92bp	25133	YellowSea16	Korea
YS_121316_25_92bp	25075	YellowSea16	Korea
YS_121316_26_92bp	25082	YellowSea16	Korea
YS_121316_27_92bp	24708	YellowSea16	Korea
YS_121316_28_92bp	24491	YellowSea16	Korea
YS_121316_29_92bp	24060	YellowSea16	Korea
YS121316_30_92bp	25150	YellowSea16	Korea
