sample	n_loci	population	group
JB121807_01_92bp	24578	JinhaeBay07	Korea
PO020515_10.1_92bp	24218	Pohang15	Korea
HS04_019	20161	HecStrait04	Alaska
JUK07_09.1_92bp	24673	Jukbyeon07	Korea
UP03_032	21686	UnimakPass03	Alaska
GEO020414_16_300_92bp	24637	Geoje14	Korea
UP03_034	17097	UnimakPass03	Alaska
UP03_035	22284	UnimakPass03	Alaska
UP03_036	23377	UnimakPass03	Alaska
UP03_037	21597	UnimakPass03	Alaska
HS04_011	14222	HecStrait04	Alaska
GE012315_03.1_92bp	24167	Geoje15	Korea
HS04_013	18203	HecStrait04	Alaska
HS04_012	23290	HecStrait04	Alaska
HS04_015	23659	HecStrait04	Alaska
HS04_014	23210	HecStrait04	Alaska
YS_121316_20_2_92bp	24823	YellowSea16	Korea
