sample	n_loci	population	group
YS_121316_03_92bp	19879	YellowSea16	Korea
GE012315_11.1_92bp	20015	Geoje15	Korea
NA021015_16.1_92bp	19871	Namhae15	Korea
JB021108_44.1_92bp	19331	JinhaeBay08	Korea
GEO020414_6_92bp	18762	Geoje14	Korea
JB021108_41.1_92bp	16607	JinhaeBay08	Korea
YS121315_10.1_92bp	18165	YellowSea16	Korea
YS121315_14.1_92bp	19853	YellowSea16	Korea
UP03_003	17722	UnimakPass03	Alaska
JB121807_28.1_92bp	17708	JinhaeBay07	Korea
NA021015_26_92bp	20008	Namhae15	Korea
PO010715_29.1_92bp	19621	Pohang15	Korea
YS_121316_28_92bp	18136	YellowSea16	Korea
UP03_002	12087	UnimakPass03	Alaska
JB121807_11.1_92bp	18949	JinhaeBay07	Korea
GE012315_06.1_92bp	19760	Geoje15	Korea
YS_121316_26_92bp	19931	YellowSea16	Korea
WC05_037	14740	WashCoast05	Alaska
BOR07_13.1_92bp	20142	Boryeong07	Korea
WC05_035	16260	WashCoast05	Alaska
WC05_034	13593	WashCoast05	Alaska
WC05_033	16071	WashCoast05	Alaska
JB021108_35_rep_92bp	16604	JinhaeBay08	Korea
WC05_031	15061	WashCoast05	Alaska
WC05_030	10667	WashCoast05	Alaska
JUK07_22_92bp	18027	Jukbyeon07	Korea
YS121315_12_92bp	20028	YellowSea16	Korea
WC05_039	5936	WashCoast05	Alaska
WC05_038	2617	WashCoast05	Alaska
PO020515_05.1_92bp	19219	Pohang15	Korea
GE012315_01.1_92bp	18948	Geoje15	Korea
JB021108_20_92bp	16201	JinhaeBay08	Korea
JB021108_02.1_92bp	18367	JinhaeBay08	Korea
UP03_022	17187	UnimakPass03	Alaska
UP03_021	17662	UnimakPass03	Alaska
UP03_020	13892	UnimakPass03	Alaska
JUK07_25_92bp	16345	Jukbyeon07	Korea
UP03_026	3051	UnimakPass03	Alaska
NA021015_08.1_92bp	18608	Namhae15	Korea
BOR07_01_92bp	15364	Boryeong07	Korea
UP03_029	17682	UnimakPass03	Alaska
UP03_028	11576	UnimakPass03	Alaska
UP03_033	9909	UnimakPass03	Alaska
JB121807_43_92bp	18858	JinhaeBay07	Korea
GEO020414_17_300_92bp	18677	Geoje14	Korea
JB021108_40_2_92bp	17140	JinhaeBay08	Korea
JB121807_36_c_92bp	7253	JinhaeBay07	Korea
GE011215_15.1_92bp	19864	Geoje15	Korea
JB121807_16_2_92bp	18849	JinhaeBay07	Korea
UP03_038	14951	UnimakPass03	Alaska
JB121807_21.1_92bp	17426	JinhaeBay07	Korea
GEO020414_24_92bp	19886	Geoje14	Korea
HS04_010	9069	HecStrait04	Alaska
KOD03_063	17674	Kodiak03	Alaska
AD06_004	16192	Adak06	Alaska
AD06_005	6667	Adak06	Alaska
AD06_006	15315	Adak06	Alaska
AD06_007	15886	Adak06	Alaska
AD06_001	16246	Adak06	Alaska
AD06_002	4300	Adak06	Alaska
AD06_003	15733	Adak06	Alaska
PS12_003	17808	SalishSea12_13	Alaska
NA021015_10.1_92bp	19812	Namhae15	Korea
AD06_008	16268	Adak06	Alaska
AD06_009	12313	Adak06	Alaska
HS04_017	18124	HecStrait04	Alaska
JB021108_28_2_92bp	13618	JinhaeBay08	Korea
JB021108_06_92bp	19143	JinhaeBay08	Korea
YS_121316_04_92bp	17778	YellowSea16	Korea
