locus_ID	n_pairs	both_miss	b1_miss	b2_miss	both_genotyped	matched	diff_homhom	diff_homhet	diff_hethom
2	50	0.1	0.1	0.06	0.74	1.0	0.0	0.0	0.0
3	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
5	50	0.18	0.12	0.04	0.66	0.939393939394	0.030303030303	0.0	0.030303030303
10	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
11	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
13	50	0.06	0.14	0.06	0.74	1.0	0.0	0.0	0.0
16	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
17	50	0.0	0.0	0.08	0.92	1.0	0.0	0.0	0.0
18	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
19	50	0.04	0.08	0.06	0.82	0.975609756098	0.0	0.0243902439024	0.0
25	50	0.04	0.06	0.02	0.88	1.0	0.0	0.0	0.0
26	50	0.04	0.0	0.02	0.94	0.978723404255	0.0212765957447	0.0	0.0
30	50	0.1	0.1	0.02	0.78	1.0	0.0	0.0	0.0
34	50	0.02	0.0	0.0	0.98	1.0	0.0	0.0	0.0
35	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
38	50	0.3	0.32	0.02	0.36	1.0	0.0	0.0	0.0
42	50	0.1	0.1	0.02	0.78	1.0	0.0	0.0	0.0
44	50	0.0	0.0	0.08	0.92	0.978260869565	0.0	0.0	0.0217391304348
47	50	0.02	0.0	0.02	0.96	1.0	0.0	0.0	0.0
49	50	0.12	0.18	0.06	0.64	1.0	0.0	0.0	0.0
53	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
55	50	0.06	0.26	0.02	0.66	1.0	0.0	0.0	0.0
56	50	0.0	0.0	0.06	0.94	1.0	0.0	0.0	0.0
57	50	0.28	0.14	0.06	0.52	1.0	0.0	0.0	0.0
58	50	0.08	0.18	0.0	0.74	1.0	0.0	0.0	0.0
59	50	0.0	0.0	0.0	1.0	0.98	0.0	0.0	0.02
60	50	0.16	0.12	0.04	0.68	0.970588235294	0.0	0.0294117647059	0.0
62	50	0.26	0.48	0.06	0.2	1.0	0.0	0.0	0.0
63	50	0.02	0.0	0.02	0.96	0.979166666667	0.0	0.0208333333333	0.0
64	50	0.02	0.04	0.02	0.92	1.0	0.0	0.0	0.0
67	50	0.0	0.0	0.08	0.92	0.978260869565	0.0	0.0217391304348	0.0
69	50	0.22	0.2	0.0	0.58	1.0	0.0	0.0	0.0
71	50	0.18	0.2	0.04	0.58	1.0	0.0	0.0	0.0
72	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
74	50	0.1	0.1	0.04	0.76	0.973684210526	0.0263157894737	0.0	0.0
77	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
78	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
84	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
85	50	0.04	0.04	0.1	0.82	1.0	0.0	0.0	0.0
90	50	0.02	0.0	0.04	0.94	1.0	0.0	0.0	0.0
91	50	0.1	0.2	0.06	0.64	0.9375	0.0	0.03125	0.03125
93	50	0.0	0.02	0.02	0.96	0.979166666667	0.0	0.0208333333333	0.0
94	50	0.16	0.12	0.02	0.7	1.0	0.0	0.0	0.0
95	50	0.0	0.0	0.02	0.98	0.959183673469	0.0204081632653	0.0	0.0204081632653
96	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
97	50	0.08	0.1	0.0	0.82	1.0	0.0	0.0	0.0
98	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
101	50	0.0	0.02	0.02	0.96	1.0	0.0	0.0	0.0
102	50	0.02	0.0	0.06	0.92	0.913043478261	0.0	0.0869565217391	0.0
106	50	0.02	0.02	0.04	0.92	0.978260869565	0.0	0.0	0.0217391304348
107	50	0.02	0.0	0.02	0.96	1.0	0.0	0.0	0.0
108	50	0.2	0.18	0.06	0.56	1.0	0.0	0.0	0.0
110	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
111	50	0.04	0.0	0.08	0.88	0.954545454545	0.0227272727273	0.0227272727273	0.0
113	50	0.02	0.02	0.12	0.84	0.97619047619	0.0238095238095	0.0	0.0
114	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
116	50	0.06	0.12	0.02	0.8	0.975	0.025	0.0	0.0
117	50	0.0	0.0	0.02	0.98	0.979591836735	0.0	0.0	0.0204081632653
121	50	0.02	0.0	0.06	0.92	1.0	0.0	0.0	0.0
123	50	0.0	0.0	0.1	0.9	1.0	0.0	0.0	0.0
124	50	0.06	0.14	0.02	0.78	1.0	0.0	0.0	0.0
128	50	0.12	0.04	0.08	0.76	1.0	0.0	0.0	0.0
130	50	0.08	0.0	0.02	0.9	0.977777777778	0.0	0.0222222222222	0.0
131	50	0.24	0.38	0.04	0.34	1.0	0.0	0.0	0.0
134	50	0.02	0.0	0.1	0.88	0.977272727273	0.0227272727273	0.0	0.0
138	50	0.02	0.0	0.06	0.92	0.978260869565	0.0217391304348	0.0	0.0
139	50	0.1	0.12	0.04	0.74	0.972972972973	0.0	0.027027027027	0.0
140	50	0.1	0.1	0.02	0.78	0.948717948718	0.0	0.0512820512821	0.0
141	50	0.12	0.16	0.04	0.68	1.0	0.0	0.0	0.0
142	50	0.18	0.52	0.02	0.28	1.0	0.0	0.0	0.0
144	50	0.02	0.0	0.06	0.92	1.0	0.0	0.0	0.0
146	50	0.06	0.02	0.06	0.86	1.0	0.0	0.0	0.0
148	50	0.06	0.12	0.04	0.78	1.0	0.0	0.0	0.0
150	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
156	50	0.04	0.18	0.02	0.76	1.0	0.0	0.0	0.0
159	50	0.06	0.0	0.08	0.86	1.0	0.0	0.0	0.0
160	50	0.02	0.02	0.1	0.86	1.0	0.0	0.0	0.0
161	50	0.06	0.22	0.0	0.72	0.972222222222	0.0277777777778	0.0	0.0
163	50	0.0	0.0	0.06	0.94	1.0	0.0	0.0	0.0
164	50	0.02	0.02	0.1	0.86	1.0	0.0	0.0	0.0
174	50	0.02	0.0	0.1	0.88	1.0	0.0	0.0	0.0
179	50	0.16	0.2	0.06	0.58	1.0	0.0	0.0	0.0
180	50	0.12	0.18	0.02	0.68	1.0	0.0	0.0	0.0
182	50	0.0	0.0	0.06	0.94	1.0	0.0	0.0	0.0
183	50	0.02	0.0	0.06	0.92	1.0	0.0	0.0	0.0
187	50	0.2	0.38	0.02	0.4	1.0	0.0	0.0	0.0
196	50	0.12	0.26	0.06	0.56	1.0	0.0	0.0	0.0
199	50	0.06	0.0	0.06	0.88	1.0	0.0	0.0	0.0
201	50	0.28	0.34	0.08	0.3	1.0	0.0	0.0	0.0
204	50	0.02	0.02	0.1	0.86	1.0	0.0	0.0	0.0
205	50	0.0	0.0	0.04	0.96	0.958333333333	0.0	0.0	0.0416666666667
206	50	0.12	0.14	0.04	0.7	1.0	0.0	0.0	0.0
207	50	0.06	0.2	0.04	0.7	1.0	0.0	0.0	0.0
208	50	0.14	0.18	0.06	0.62	0.967741935484	0.0	0.0322580645161	0.0
211	50	0.02	0.0	0.04	0.94	1.0	0.0	0.0	0.0
213	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
214	50	0.02	0.0	0.04	0.94	1.0	0.0	0.0	0.0
217	50	0.02	0.0	0.06	0.92	1.0	0.0	0.0	0.0
218	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
219	50	0.04	0.0	0.04	0.92	1.0	0.0	0.0	0.0
221	50	0.1	0.18	0.04	0.68	1.0	0.0	0.0	0.0
223	50	0.26	0.44	0.04	0.26	1.0	0.0	0.0	0.0
226	50	0.0	0.08	0.14	0.78	0.974358974359	0.0	0.0	0.025641025641
227	50	0.04	0.0	0.06	0.9	0.955555555556	0.0	0.0222222222222	0.0222222222222
228	50	0.14	0.18	0.02	0.66	1.0	0.0	0.0	0.0
230	50	0.1	0.16	0.1	0.64	1.0	0.0	0.0	0.0
231	50	0.02	0.0	0.04	0.94	1.0	0.0	0.0	0.0
232	50	0.1	0.1	0.0	0.8	1.0	0.0	0.0	0.0
234	50	0.24	0.12	0.08	0.56	1.0	0.0	0.0	0.0
235	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
236	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
238	50	0.06	0.0	0.06	0.88	1.0	0.0	0.0	0.0
239	50	0.06	0.12	0.08	0.74	0.972972972973	0.0	0.027027027027	0.0
242	50	0.0	0.0	0.14	0.86	0.976744186047	0.0232558139535	0.0	0.0
245	50	0.02	0.0	0.16	0.82	1.0	0.0	0.0	0.0
246	50	0.02	0.0	0.06	0.92	1.0	0.0	0.0	0.0
248	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
249	50	0.02	0.0	0.04	0.94	0.978723404255	0.0	0.0	0.0212765957447
252	50	0.02	0.0	0.06	0.92	1.0	0.0	0.0	0.0
253	50	0.02	0.04	0.08	0.86	0.976744186047	0.0	0.0	0.0232558139535
254	50	0.42	0.08	0.1	0.4	0.95	0.0	0.05	0.0
258	50	0.0	0.0	0.0	1.0	0.98	0.0	0.0	0.02
262	50	0.06	0.12	0.02	0.8	0.975	0.0	0.0	0.025
264	50	0.18	0.26	0.04	0.52	1.0	0.0	0.0	0.0
265	50	0.24	0.06	0.08	0.62	0.935483870968	0.0	0.0	0.0645161290323
268	50	0.0	0.0	0.02	0.98	0.979591836735	0.0	0.0204081632653	0.0
270	50	0.1	0.1	0.0	0.8	0.975	0.0	0.025	0.0
272	50	0.0	0.0	0.08	0.92	0.978260869565	0.0	0.0	0.0217391304348
275	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
276	50	0.02	0.0	0.02	0.96	1.0	0.0	0.0	0.0
280	50	0.16	0.14	0.1	0.6	1.0	0.0	0.0	0.0
282	50	0.22	0.22	0.04	0.52	1.0	0.0	0.0	0.0
286	50	0.02	0.0	0.04	0.94	0.978723404255	0.0	0.0212765957447	0.0
287	50	0.14	0.18	0.08	0.6	1.0	0.0	0.0	0.0
293	50	0.14	0.18	0.06	0.62	1.0	0.0	0.0	0.0
298	50	0.02	0.02	0.0	0.96	1.0	0.0	0.0	0.0
300	50	0.16	0.1	0.0	0.74	1.0	0.0	0.0	0.0
302	50	0.14	0.12	0.02	0.72	0.972222222222	0.0277777777778	0.0	0.0
307	50	0.02	0.0	0.04	0.94	1.0	0.0	0.0	0.0
308	50	0.2	0.1	0.02	0.68	1.0	0.0	0.0	0.0
309	50	0.0	0.02	0.06	0.92	1.0	0.0	0.0	0.0
311	50	0.14	0.2	0.12	0.54	1.0	0.0	0.0	0.0
314	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
316	50	0.28	0.18	0.06	0.48	1.0	0.0	0.0	0.0
317	50	0.2	0.42	0.06	0.32	1.0	0.0	0.0	0.0
318	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
321	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
323	50	0.0	0.06	0.06	0.88	1.0	0.0	0.0	0.0
328	50	0.16	0.34	0.06	0.44	1.0	0.0	0.0	0.0
329	50	0.06	0.0	0.04	0.9	0.977777777778	0.0	0.0	0.0222222222222
331	50	0.1	0.08	0.06	0.76	1.0	0.0	0.0	0.0
332	50	0.06	0.16	0.02	0.76	1.0	0.0	0.0	0.0
335	50	0.02	0.0	0.04	0.94	1.0	0.0	0.0	0.0
336	50	0.02	0.02	0.04	0.92	0.95652173913	0.0	0.0	0.0434782608696
342	50	0.2	0.14	0.04	0.62	1.0	0.0	0.0	0.0
344	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
345	50	0.18	0.36	0.08	0.38	1.0	0.0	0.0	0.0
346	50	0.04	0.0	0.02	0.94	1.0	0.0	0.0	0.0
347	50	0.12	0.14	0.04	0.7	1.0	0.0	0.0	0.0
348	50	0.02	0.0	0.06	0.92	1.0	0.0	0.0	0.0
349	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
352	50	0.06	0.12	0.04	0.78	1.0	0.0	0.0	0.0
355	50	0.18	0.14	0.12	0.56	1.0	0.0	0.0	0.0
358	50	0.0	0.02	0.04	0.94	0.978723404255	0.0	0.0212765957447	0.0
359	50	0.18	0.18	0.06	0.58	0.965517241379	0.0	0.0344827586207	0.0
360	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
363	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
369	50	0.12	0.12	0.04	0.72	1.0	0.0	0.0	0.0
371	50	0.0	0.02	0.04	0.94	0.978723404255	0.0	0.0	0.0212765957447
372	50	0.0	0.0	0.02	0.98	0.979591836735	0.0	0.0204081632653	0.0
373	50	0.04	0.0	0.1	0.86	1.0	0.0	0.0	0.0
374	50	0.02	0.0	0.04	0.94	1.0	0.0	0.0	0.0
378	50	0.32	0.34	0.0	0.34	1.0	0.0	0.0	0.0
381	50	0.02	0.04	0.1	0.84	0.904761904762	0.0	0.0238095238095	0.0714285714286
382	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
385	50	0.02	0.0	0.06	0.92	1.0	0.0	0.0	0.0
387	50	0.22	0.32	0.02	0.44	1.0	0.0	0.0	0.0
388	50	0.22	0.16	0.04	0.58	1.0	0.0	0.0	0.0
395	50	0.08	0.12	0.0	0.8	0.975	0.0	0.025	0.0
396	50	0.08	0.16	0.12	0.64	0.9375	0.0	0.0	0.0625
397	50	0.1	0.18	0.06	0.66	0.969696969697	0.0	0.0	0.030303030303
399	50	0.16	0.14	0.02	0.68	1.0	0.0	0.0	0.0
400	50	0.02	0.0	0.14	0.84	1.0	0.0	0.0	0.0
402	50	0.04	0.02	0.02	0.92	1.0	0.0	0.0	0.0
404	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
405	50	0.06	0.02	0.06	0.86	1.0	0.0	0.0	0.0
406	50	0.0	0.0	0.06	0.94	1.0	0.0	0.0	0.0
407	50	0.0	0.04	0.02	0.94	1.0	0.0	0.0	0.0
410	50	0.06	0.12	0.02	0.8	1.0	0.0	0.0	0.0
413	50	0.28	0.24	0.06	0.42	1.0	0.0	0.0	0.0
414	50	0.24	0.32	0.02	0.42	1.0	0.0	0.0	0.0
418	50	0.1	0.1	0.04	0.76	1.0	0.0	0.0	0.0
421	50	0.02	0.0	0.02	0.96	0.958333333333	0.0	0.0208333333333	0.0208333333333
423	50	0.2	0.1	0.04	0.66	1.0	0.0	0.0	0.0
426	50	0.2	0.12	0.02	0.66	1.0	0.0	0.0	0.0
428	50	0.04	0.0	0.0	0.96	1.0	0.0	0.0	0.0
429	50	0.06	0.0	0.0	0.94	0.978723404255	0.0	0.0	0.0212765957447
430	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
434	50	0.12	0.08	0.02	0.78	1.0	0.0	0.0	0.0
439	50	0.0	0.0	0.06	0.94	1.0	0.0	0.0	0.0
442	50	0.04	0.0	0.02	0.94	1.0	0.0	0.0	0.0
443	50	0.18	0.12	0.08	0.62	1.0	0.0	0.0	0.0
444	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
446	50	0.0	0.0	0.02	0.98	0.979591836735	0.0	0.0204081632653	0.0
448	50	0.0	0.02	0.04	0.94	1.0	0.0	0.0	0.0
452	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
453	50	0.02	0.0	0.02	0.96	0.958333333333	0.0	0.0208333333333	0.0208333333333
460	50	0.02	0.0	0.0	0.98	0.979591836735	0.0	0.0	0.0204081632653
461	50	0.1	0.14	0.02	0.74	1.0	0.0	0.0	0.0
462	50	0.2	0.18	0.04	0.58	1.0	0.0	0.0	0.0
466	50	0.02	0.0	0.02	0.96	0.979166666667	0.0	0.0	0.0208333333333
467	50	0.28	0.12	0.08	0.52	1.0	0.0	0.0	0.0
470	50	0.0	0.0	0.0	1.0	0.96	0.0	0.0	0.04
471	50	0.22	0.12	0.1	0.56	0.964285714286	0.0	0.0	0.0357142857143
472	50	0.08	0.12	0.02	0.78	1.0	0.0	0.0	0.0
473	50	0.04	0.0	0.06	0.9	0.977777777778	0.0	0.0	0.0222222222222
474	50	0.0	0.0	0.02	0.98	0.979591836735	0.0204081632653	0.0	0.0
475	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
476	50	0.02	0.0	0.02	0.96	1.0	0.0	0.0	0.0
478	50	0.3	0.26	0.06	0.38	0.947368421053	0.0	0.0	0.0526315789474
482	50	0.02	0.0	0.0	0.98	1.0	0.0	0.0	0.0
483	50	0.02	0.0	0.04	0.94	0.978723404255	0.0212765957447	0.0	0.0
484	50	0.3	0.04	0.16	0.5	1.0	0.0	0.0	0.0
485	50	0.12	0.16	0.02	0.7	1.0	0.0	0.0	0.0
488	50	0.12	0.16	0.06	0.66	0.969696969697	0.0	0.030303030303	0.0
489	50	0.06	0.0	0.0	0.94	1.0	0.0	0.0	0.0
490	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
491	50	0.06	0.2	0.1	0.64	0.96875	0.0	0.03125	0.0
492	50	0.02	0.0	0.04	0.94	1.0	0.0	0.0	0.0
494	50	0.02	0.0	0.02	0.96	1.0	0.0	0.0	0.0
497	50	0.06	0.0	0.06	0.88	1.0	0.0	0.0	0.0
501	50	0.06	0.02	0.04	0.88	1.0	0.0	0.0	0.0
506	50	0.06	0.0	0.02	0.92	1.0	0.0	0.0	0.0
509	50	0.14	0.18	0.04	0.64	1.0	0.0	0.0	0.0
510	50	0.16	0.18	0.0	0.66	1.0	0.0	0.0	0.0
511	50	0.34	0.46	0.02	0.18	1.0	0.0	0.0	0.0
512	50	0.02	0.0	0.1	0.88	1.0	0.0	0.0	0.0
513	50	0.14	0.14	0.0	0.72	1.0	0.0	0.0	0.0
519	50	0.12	0.12	0.02	0.74	1.0	0.0	0.0	0.0
520	50	0.02	0.04	0.04	0.9	1.0	0.0	0.0	0.0
521	50	0.26	0.22	0.04	0.48	0.958333333333	0.0	0.0	0.0416666666667
525	50	0.0	0.0	0.06	0.94	1.0	0.0	0.0	0.0
528	50	0.02	0.02	0.02	0.94	1.0	0.0	0.0	0.0
530	50	0.04	0.0	0.0	0.96	0.979166666667	0.0	0.0	0.0208333333333
531	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
532	50	0.02	0.02	0.08	0.88	0.977272727273	0.0	0.0	0.0227272727273
533	50	0.2	0.08	0.08	0.64	0.9375	0.0	0.0	0.0625
534	50	0.12	0.14	0.04	0.7	0.971428571429	0.0	0.0	0.0285714285714
536	50	0.0	0.0	0.08	0.92	0.978260869565	0.0	0.0217391304348	0.0
538	50	0.02	0.02	0.1	0.86	1.0	0.0	0.0	0.0
539	50	0.08	0.0	0.02	0.9	0.977777777778	0.0	0.0	0.0222222222222
540	50	0.18	0.1	0.02	0.7	1.0	0.0	0.0	0.0
541	50	0.0	0.0	0.02	0.98	0.979591836735	0.0	0.0	0.0204081632653
542	50	0.04	0.0	0.04	0.92	1.0	0.0	0.0	0.0
543	50	0.06	0.0	0.04	0.9	1.0	0.0	0.0	0.0
544	50	0.24	0.16	0.02	0.58	0.931034482759	0.0	0.0689655172414	0.0
549	50	0.06	0.06	0.04	0.84	0.97619047619	0.0238095238095	0.0	0.0
550	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
553	50	0.26	0.1	0.04	0.6	1.0	0.0	0.0	0.0
554	50	0.08	0.04	0.02	0.86	0.976744186047	0.0	0.0	0.0232558139535
565	50	0.2	0.1	0.04	0.66	1.0	0.0	0.0	0.0
566	50	0.02	0.0	0.02	0.96	0.979166666667	0.0	0.0208333333333	0.0
567	50	0.02	0.0	0.04	0.94	1.0	0.0	0.0	0.0
572	50	0.12	0.18	0.06	0.64	0.96875	0.0	0.03125	0.0
573	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
574	50	0.22	0.2	0.04	0.54	1.0	0.0	0.0	0.0
575	50	0.0	0.0	0.06	0.94	1.0	0.0	0.0	0.0
576	50	0.14	0.16	0.06	0.64	0.96875	0.0	0.0	0.03125
577	50	0.16	0.16	0.08	0.6	1.0	0.0	0.0	0.0
579	50	0.14	0.14	0.06	0.66	1.0	0.0	0.0	0.0
580	50	0.02	0.04	0.08	0.86	1.0	0.0	0.0	0.0
582	50	0.04	0.0	0.08	0.88	1.0	0.0	0.0	0.0
583	50	0.04	0.0	0.0	0.96	0.979166666667	0.0	0.0208333333333	0.0
589	50	0.06	0.0	0.04	0.9	0.977777777778	0.0	0.0222222222222	0.0
591	50	0.12	0.14	0.02	0.72	1.0	0.0	0.0	0.0
592	50	0.02	0.0	0.06	0.92	0.978260869565	0.0	0.0	0.0217391304348
593	50	0.0	0.0	0.06	0.94	1.0	0.0	0.0	0.0
594	50	0.1	0.06	0.06	0.78	1.0	0.0	0.0	0.0
595	50	0.1	0.18	0.04	0.68	1.0	0.0	0.0	0.0
597	50	0.22	0.08	0.18	0.52	0.884615384615	0.0	0.0769230769231	0.0384615384615
599	50	0.04	0.0	0.04	0.92	0.978260869565	0.0	0.0	0.0217391304348
600	50	0.0	0.02	0.06	0.92	1.0	0.0	0.0	0.0
607	50	0.02	0.0	0.0	0.98	1.0	0.0	0.0	0.0
608	50	0.28	0.14	0.08	0.5	1.0	0.0	0.0	0.0
609	50	0.14	0.18	0.08	0.6	1.0	0.0	0.0	0.0
610	50	0.0	0.0	0.1	0.9	0.933333333333	0.0	0.0222222222222	0.0444444444444
612	50	0.1	0.16	0.0	0.74	1.0	0.0	0.0	0.0
614	50	0.26	0.08	0.04	0.62	1.0	0.0	0.0	0.0
618	50	0.02	0.0	0.02	0.96	1.0	0.0	0.0	0.0
621	50	0.02	0.08	0.04	0.86	1.0	0.0	0.0	0.0
624	50	0.02	0.0	0.04	0.94	1.0	0.0	0.0	0.0
626	50	0.02	0.0	0.06	0.92	1.0	0.0	0.0	0.0
630	50	0.0	0.0	0.1	0.9	0.977777777778	0.0	0.0222222222222	0.0
631	50	0.0	0.02	0.0	0.98	1.0	0.0	0.0	0.0
632	50	0.1	0.16	0.02	0.72	1.0	0.0	0.0	0.0
635	50	0.14	0.16	0.14	0.56	0.928571428571	0.0	0.0714285714286	0.0
640	50	0.08	0.2	0.06	0.66	1.0	0.0	0.0	0.0
641	50	0.04	0.0	0.06	0.9	1.0	0.0	0.0	0.0
644	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
647	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
649	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
651	50	0.06	0.12	0.04	0.78	1.0	0.0	0.0	0.0
653	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
654	50	0.02	0.02	0.02	0.94	1.0	0.0	0.0	0.0
665	50	0.02	0.0	0.02	0.96	1.0	0.0	0.0	0.0
666	50	0.12	0.14	0.04	0.7	1.0	0.0	0.0	0.0
667	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
668	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
669	50	0.0	0.0	0.08	0.92	0.95652173913	0.0	0.0	0.0434782608696
670	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
673	50	0.06	0.0	0.04	0.9	1.0	0.0	0.0	0.0
676	50	0.02	0.0	0.0	0.98	1.0	0.0	0.0	0.0
677	50	0.02	0.0	0.02	0.96	0.979166666667	0.0	0.0208333333333	0.0
678	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
686	50	0.08	0.18	0.0	0.74	0.972972972973	0.0	0.027027027027	0.0
687	50	0.0	0.0	0.02	0.98	0.979591836735	0.0	0.0	0.0204081632653
689	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
690	50	0.36	0.32	0.02	0.3	1.0	0.0	0.0	0.0
691	50	0.02	0.0	0.0	0.98	1.0	0.0	0.0	0.0
693	50	0.1	0.16	0.04	0.7	0.971428571429	0.0	0.0285714285714	0.0
694	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
697	50	0.06	0.0	0.1	0.84	1.0	0.0	0.0	0.0
700	50	0.32	0.34	0.0	0.34	1.0	0.0	0.0	0.0
701	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
702	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
705	50	0.1	0.16	0.02	0.72	1.0	0.0	0.0	0.0
707	50	0.0	0.0	0.06	0.94	1.0	0.0	0.0	0.0
708	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
709	50	0.04	0.0	0.02	0.94	0.978723404255	0.0	0.0	0.0212765957447
710	50	0.24	0.06	0.14	0.56	1.0	0.0	0.0	0.0
717	50	0.1	0.16	0.06	0.68	1.0	0.0	0.0	0.0
720	50	0.0	0.0	0.08	0.92	0.95652173913	0.0	0.0217391304348	0.0217391304348
724	50	0.0	0.02	0.04	0.94	1.0	0.0	0.0	0.0
725	50	0.0	0.0	0.0	1.0	0.9	0.0	0.04	0.06
728	50	0.04	0.02	0.02	0.92	1.0	0.0	0.0	0.0
729	50	0.08	0.18	0.04	0.7	0.971428571429	0.0	0.0	0.0285714285714
730	50	0.0	0.0	0.06	0.94	1.0	0.0	0.0	0.0
731	50	0.06	0.0	0.02	0.92	1.0	0.0	0.0	0.0
733	50	0.2	0.12	0.02	0.66	1.0	0.0	0.0	0.0
736	50	0.04	0.0	0.04	0.92	1.0	0.0	0.0	0.0
740	50	0.02	0.0	0.02	0.96	1.0	0.0	0.0	0.0
741	50	0.1	0.06	0.04	0.8	1.0	0.0	0.0	0.0
744	50	0.02	0.0	0.02	0.96	1.0	0.0	0.0	0.0
747	50	0.08	0.12	0.04	0.76	1.0	0.0	0.0	0.0
749	50	0.0	0.0	0.06	0.94	0.936170212766	0.0	0.0212765957447	0.0425531914894
752	50	0.06	0.0	0.04	0.9	1.0	0.0	0.0	0.0
754	50	0.16	0.22	0.12	0.5	1.0	0.0	0.0	0.0
755	50	0.14	0.14	0.0	0.72	0.972222222222	0.0	0.0	0.0277777777778
757	50	0.02	0.02	0.04	0.92	0.978260869565	0.0217391304348	0.0	0.0
758	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
760	50	0.04	0.02	0.08	0.86	1.0	0.0	0.0	0.0
761	50	0.0	0.0	0.04	0.96	1.0	0.0	0.0	0.0
765	50	0.04	0.02	0.04	0.9	1.0	0.0	0.0	0.0
766	50	0.02	0.0	0.0	0.98	1.0	0.0	0.0	0.0
768	50	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
771	50	0.02	0.0	0.12	0.86	1.0	0.0	0.0	0.0
773	50	0.32	0.36	0.02	0.3	1.0	0.0	0.0	0.0
775	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
777	50	0.06	0.0	0.1	0.84	0.97619047619	0.0	0.0	0.0238095238095
780	50	0.02	0.02	0.0	0.96	1.0	0.0	0.0	0.0
781	50	0.0	0.0	0.02	0.98	1.0	0.0	0.0	0.0
782	50	0.12	0.16	0.04	0.68	1.0	0.0	0.0	0.0
783	50	0.16	0.12	0.02	0.7	1.0	0.0	0.0	0.0
787	50	0.04	0.16	0.02	0.78	0.974358974359	0.025641025641	0.0	0.0
790	50	0.14	0.14	0.0	0.72	1.0	0.0	0.0	0.0
792	50	0.14	0.14	0.02	0.7	0.971428571429	0.0	0.0	0.0285714285714
793	50	0.0	0.0	0.04	0.96	0.979166666667	0.0	0.0	0.0208333333333
796	50	0.02	0.0	0.16	0.82	1.0	0.0	0.0	0.0
